,area,price,num_of_stories,num_of_bedrooms,num_of_toilets
4161,90.0,6.9,3,5.0,5.0
4162,560.0,41.9,2,5.0,5.0
4163,125.0,3.25,2,,
4164,76.0,2.85,2,3.0,3.0
4165,100.0,4.7,2,3.0,2.0
4166,138.0,5.1,3,4.0,4.0
4167,550.0,42.0,2,5.0,5.0
4168,75.0,2.75,3,5.0,3.0
4169,79.0,4.29,2,3.0,2.0
4170,137.0,5.15,3,4.0,5.0
4171,137.0,5.1,3,4.0,5.0
4172,98.0,4.6,2,2.0,2.0
4173,100.0,18.5,3,5.0,4.0
4174,138.0,5.19,3,4.0,4.0
4175,60.0,4.2,3,3.0,3.0
4176,160.0,18.9,4,4.0,5.0
4177,24.0,1.35,2,2.0,1.0
4178,51.0,3.4,1,2.0,2.0
4179,100.0,5.3,2,4.0,2.0
4180,60.0,5.3,5,5.0,5.0
4181,72.0,3.9,,2.0,2.0
4182,61.0,2.75,2,3.0,3.0
4183,80.0,2.58,2,3.0,2.0
4184,100.0,5.8,3,4.0,4.0
4185,33.0,2.37,2,2.0,2.0
4186,85.0,5.5,3,4.0,3.0
4187,31.0,1.65,2,2.0,2.0
4188,90.0,6.49,3,4.0,4.0
4189,66.0,5.8,2,3.0,2.0
4190,92.0,20.0,5,5.0,5.0
4191,53.0,5.15,2,2.0,2.0
4192,92.0,10.7,5,5.0,5.0
4193,43.0,3.3,4,3.0,3.0
4194,75.0,4.2,2,3.0,2.0
4195,100.0,5.0,2,2.0,2.0
4196,70.0,2.39,2,2.0,2.0
4197,160.0,19.0,4,4.0,5.0
4198,107.0,14.0,3,5.0,5.0
4199,130.0,16.5,5,5.0,5.0
4200,65.0,9.88,3,4.0,4.0
4201,61.0,2.5,1,2.0,2.0
4202,42.0,2.55,2,2.0,2.0
4203,51.0,2.05,1,2.0,2.0
4204,30.0,1.37,1,1.0,1.0
4205,75.0,3.5,2,5.0,3.0
4206,61.0,3.95,3,4.0,3.0
4207,150.0,27.0,5,5.0,5.0
4208,55.0,2.75,2,3.0,2.0
4209,58.0,3.19,2,3.0,2.0
4210,67.0,3.25,3,3.0,3.0
4211,110.0,12.2,3,4.0,3.0
4212,65.0,9.88,3,4.0,4.0
4213,43.0,3.29,2,3.0,2.0
4214,58.0,3.19,2,3.0,2.0
4215,56.0,8.0,3,2.0,2.0
4216,55.0,2.59,2,2.0,1.0
4217,61.0,2.5,1,2.0,2.0
4218,60.0,2.5,1,2.0,1.0
4219,83.0,3.6,2,3.0,2.0
4220,80.0,4.2,3,3.0,3.0
4221,46.0,3.75,3,4.0,4.0
4222,98.0,2.69,2,3.0,2.0
4223,84.0,2.35,1,2.0,1.0
4224,163.0,13.2,3,4.0,4.0
4225,110.0,12.2,3,4.0,3.0
4226,83.0,5.1,1,4.0,4.0
4227,160.0,7.1,2,,
4228,52.0,3.05,2,3.0,2.0
4229,270.0,260.0,5,5.0,5.0
4230,55.0,2.6,2,2.0,1.0
4231,84.0,3.29,2,2.0,3.0
4232,45.0,2.75,2,2.0,2.0
4233,40.0,2.4,2,3.0,2.0
4234,31.0,1.75,2,2.0,1.0
4235,100.0,5.29,2,2.0,2.0
4236,75.0,11.0,3,3.0,3.0
4237,40.0,2.45,2,3.0,2.0
4238,80.0,6.5,3,4.0,3.0
4239,83.0,5.1,1,4.0,4.0
4240,55.0,4.0,2,2.0,2.0
4241,143.0,27.0,5,5.0,5.0
4242,67.0,2.55,2,2.0,1.0
4243,124.0,14.0,3,4.0,4.0
4244,50.0,3.0,2,2.0,2.0
4245,160.0,7.3,2,1.0,1.0
4246,50.0,3.8,3,4.0,4.0
4247,77.0,2.28,2,3.0,1.0
4248,100.0,5.5,3,4.0,4.0
4249,45.0,2.09,2,2.0,2.0
4250,131.0,20.5,5,5.0,5.0
4251,150.0,27.0,5,5.0,5.0
4252,118.0,14.99,3,4.0,4.0
4253,67.0,2.55,2,2.0,1.0
4254,65.0,5.3,3,,
4255,100.0,6.4,3,4.0,4.0
4256,85.0,6.4,3,4.0,4.0
4257,54.0,3.8,2,3.0,3.0
4258,64.0,7.5,4,5.0,5.0
4259,85.0,4.55,2,4.0,2.0
4260,54.0,2.88,2,2.0,2.0
4261,54.0,2.75,2,3.0,2.0
4262,41.0,2.49,2,1.0,2.0
4263,70.0,3.15,2,2.0,1.0
4264,24.0,1.75,2,2.0,1.0
4265,63.0,2.75,2,3.0,3.0
4266,100.0,10.0,5,5.0,5.0
4267,51.0,4.3,4,4.0,5.0
4268,144.0,9.8,3,4.0,4.0
4269,265.0,31.0,5,5.0,5.0
4270,50.0,4.2,3,3.0,2.0
4271,98.0,3.8,1,2.0,2.0
4272,63.0,2.65,2,3.0,3.0
4273,47.0,2.25,1,2.0,1.0
4274,41.0,2.49,2,1.0,2.0
4275,46.0,2.8,4,5.0,3.0
4276,140.0,7.8,1,1.0,1.0
4277,53.0,4.15,3,3.0,3.0
4278,69.0,4.8,3,4.0,3.0
4279,85.0,8.9,5,5.0,5.0
4280,69.0,4.8,3,4.0,3.0
4281,60.0,3.39,2,2.0,1.0
4282,91.0,12.0,3,3.0,3.0
4283,75.0,4.8,2,2.0,2.0
4284,88.0,4.7,,,
4285,98.0,2.88,1,3.0,3.0
4286,56.0,4.6,4,3.0,4.0
4287,75.0,2.3,1,3.0,3.0
4288,75.0,2.3,1,3.0,3.0
4289,560.0,12.5,2,5.0,5.0
4290,56.0,4.6,4,3.0,4.0
4291,134.0,10.4,2,,
4292,58.0,3.39,2,3.0,2.0
4293,72.0,4.85,3,3.0,3.0
4294,89.0,3.68,2,2.0,2.0
4295,62.0,2.75,2,3.0,2.0
4296,55.0,5.45,2,4.0,3.0
4297,28.0,1.58,2,2.0,2.0
4298,120.0,3.5,3,3.0,4.0
4299,86.0,8.9,5,5.0,5.0
4300,35.0,3.2,2,2.0,2.0
4301,120.0,3.5,3,3.0,4.0
4302,85.0,6.65,3,3.0,4.0
4303,50.0,3.75,3,3.0,3.0
4304,99.0,5.7,4,4.0,5.0
4305,60.0,13.9,3,4.0,3.0
4306,64.0,3.1,3,3.0,2.0
4307,72.0,4.85,3,3.0,3.0
4308,58.0,3.39,2,3.0,2.0
4309,60.0,3.85,3,3.0,4.0
4310,87.0,8.7,5,5.0,5.0
4311,27.0,1.69,3,3.0,2.0
4312,100.0,4.09,3,3.0,4.0
4313,180.0,3.89,,,
4314,65.0,3.45,1,3.0,1.0
4315,90.0,3.6,1,2.0,1.0
4316,100.0,7.98,4,7.0,7.0
4317,43.0,3.5,3,3.0,3.0
4318,80.0,5.6,2,3.0,2.0
4319,31.0,2.19,2,3.0,2.0
4320,99.0,5.7,4,4.0,5.0
4321,85.0,4.35,2,4.0,2.0
4322,61.0,3.09,2,3.0,2.0
4323,80.0,7.5,3,3.0,3.0
4324,42.0,2.65,2,2.0,2.0
4325,41.0,3.85,3,3.0,3.0
4326,85.0,8.9,5,5.0,5.0
4327,55.0,5.6,5,5.0,5.0
4328,55.0,5.6,5,5.0,5.0
4329,460.0,100.0,5,5.0,5.0
4330,85.0,4.35,2,4.0,2.0
4331,120.0,4.4,2,3.0,2.0
4332,125.0,22.5,5,5.0,5.0
4333,90.0,26.5,5,5.0,5.0
4334,90.0,26.5,5,5.0,5.0
4335,65.0,2.8,2,3.0,2.0
4336,101.0,25.0,5,5.0,5.0
4337,80.0,13.5,5,5.0,5.0
4338,65.0,2.8,2,3.0,2.0
4339,33.0,2.15,2,2.0,2.0
4340,345.0,54.0,5,5.0,5.0
4341,85.0,5.7,3,4.0,3.0
4342,33.0,2.15,2,2.0,2.0
4343,54.0,2.79,3,3.0,2.0
4344,143.0,7.4,2,5.0,5.0
4345,85.0,5.7,3,4.0,3.0
4346,30.0,1.65,2,2.0,1.0
4347,30.0,1.65,2,2.0,1.0
4348,131.0,3.65,3,3.0,3.0
4349,54.0,2.59,2,3.0,3.0
4350,60.0,13.9,3,3.0,3.0
4351,64.0,3.25,3,3.0,3.0
4352,200.0,9.95,4,5.0,5.0
4353,60.0,13.9,3,3.0,3.0
4354,47.0,2.15,2,2.0,1.0
4355,125.0,22.5,5,5.0,5.0
4356,44.0,2.45,2,2.0,2.0
4357,73.0,5.1,3,4.0,3.0
4358,350.0,28.5,4,5.0,5.0
4359,184.0,12.9,4,5.0,5.0
4360,72.0,2.42,1,2.0,1.0
4361,125.0,22.5,5,5.0,5.0
4362,35.0,1.95,2,2.0,2.0
4363,57.0,3.6,3,3.0,4.0
4364,150.0,1.75,1,2.0,1.0
4365,85.0,6.69,3,4.0,4.0
4366,59.0,3.39,2,2.0,1.0
4367,41.0,2.59,2,2.0,2.0
4368,25.0,1.6,2,1.0,1.0
4369,50.0,9.8,5,5.0,5.0
4370,65.0,5.1,1,2.0,2.0
4371,58.0,5.0,3,3.0,3.0
4372,129.0,14.5,3,3.0,4.0
4373,6.0,7.5,1,,
4374,40.0,1.88,2,2.0,2.0
4375,72.0,4.89,3,4.0,4.0
4376,88.0,3.6,2,3.0,3.0
4377,135.0,21.0,3,4.0,5.0
4378,63.0,4.75,1,2.0,1.0
4379,170.0,14.6,3,5.0,5.0
4380,100.0,5.3,1,4.0,4.0
4381,115.0,10.5,5,5.0,5.0
4382,67.0,2.55,2,2.0,1.0
4383,31.0,2.05,2,2.0,2.0
4384,385.0,55.0,3,5.0,
4385,107.0,18.0,3,3.0,2.0
4386,100.0,6.25,2,3.0,2.0
4387,100.0,6.25,2,3.0,2.0
4388,66.0,4.1,3,3.0,2.0
4389,20.0,1.55,2,2.0,1.0
4390,100.0,6.1,2,3.0,2.0
4391,54.0,3.29,2,2.0,2.0
4392,50.0,3.6,2,2.0,2.0
4393,96.0,3.0,2,3.0,2.0
4394,108.0,18.0,3,3.0,3.0
4395,40.0,1.88,2,2.0,2.0
4396,5.0,8.95,3,4.0,3.0
4397,56.0,4.6,3,3.0,3.0
4398,65.0,9.9,3,4.0,4.0
4399,92.0,8.95,3,3.0,3.0
4400,35.0,3.29,3,2.0,2.0
4401,66.0,4.1,3,3.0,2.0
4402,72.0,4.2,1,2.0,1.0
4403,42.0,1.63,1,2.0,1.0
4404,100.0,6.95,3,4.0,4.0
4405,140.0,62.0,5,5.0,5.0
4406,80.0,8.5,4,3.0,4.0
4407,95.0,9.95,2,3.0,3.0
4408,95.0,6.59,3,3.0,3.0
4409,45.0,2.09,2,2.0,2.0
4410,230.0,18.9,3,5.0,5.0
4411,64.0,13.5,3,3.0,2.0
4412,62.0,2.48,2,2.0,2.0
4413,64.0,13.5,3,3.0,2.0
4414,88.0,4.3,1,2.0,2.0
4415,132.0,20.5,5,5.0,5.0
4416,54.0,3.29,2,2.0,2.0
4417,45.0,2.09,2,2.0,2.0
4418,60.0,2.55,1,2.0,1.0
4419,96.0,9.99,2,3.0,3.0
4420,50.0,3.2,3,3.0,2.0
4421,50.0,5.5,2,2.0,2.0
4422,60.0,2.55,2,2.0,2.0
4423,70.0,2.45,2,2.0,2.0
4424,108.0,9.5,4,5.0,5.0
4425,90.0,10.9,5,5.0,5.0
4426,120.0,9.99,3,3.0,4.0
4427,47.0,2.39,2,3.0,2.0
4428,80.0,5.76,3,3.0,4.0
4429,50.0,3.2,3,3.0,2.0
4430,92.0,13.0,5,5.0,5.0
4431,122.0,12.5,5,5.0,5.0
4432,129.0,14.5,3,3.0,4.0
4433,258.0,39.5,3,3.0,2.0
4434,258.0,39.5,3,3.0,2.0
4435,70.0,2.35,2,3.0,2.0
4436,67.0,3.58,3,3.0,3.0
4437,70.0,4.25,2,3.0,4.0
4438,50.0,3.2,3,3.0,2.0
4439,100.0,6.79,3,4.0,4.0
4440,66.0,4.3,2,2.0,2.0
4441,100.0,6.5,4,5.0,5.0
4442,60.0,3.39,2,2.0,1.0
4443,100.0,6.79,3,4.0,4.0
4444,56.0,3.8,2,3.0,2.0
4445,58.0,9.7,3,3.0,3.0
4446,96.0,1.52,1,2.0,1.0
4447,43.0,1.78,2,2.0,2.0
4448,55.0,6.7,3,3.0,3.0
4449,77.0,3.05,1,2.0,1.0
4450,150.0,9.5,1,1.0,1.0
4451,134.0,3.75,3,5.0,5.0
4452,100.0,5.3,1,3.0,3.0
4453,59.0,3.39,2,2.0,1.0
4454,53.0,2.19,2,2.0,2.0
4455,39.0,1.79,1,2.0,1.0
4456,30.0,2.39,2,2.0,2.0
4457,70.0,9.5,4,5.0,5.0
4458,52.0,5.95,4,4.0,4.0
4459,95.0,3.6,2,3.0,2.0
4460,46.0,1.99,2,2.0,1.0
4461,72.0,3.95,3,3.0,3.0
4462,65.0,9.9,3,4.0,4.0
4463,67.0,2.45,2,2.0,2.0
4464,58.0,3.39,2,2.0,2.0
4465,97.0,6.29,2,3.0,2.0
4466,77.0,2.28,2,3.0,2.0
4467,83.0,2.35,2,2.0,2.0
4468,85.0,6.65,3,3.0,4.0
4469,65.0,9.9,3,4.0,4.0
4470,58.0,8.8,5,5.0,5.0
4471,210.0,14.1,3,5.0,5.0
4472,31.0,1.68,2,2.0,1.0
4473,134.0,3.75,3,5.0,5.0
4474,90.0,10.8,1,1.0,2.0
4475,172.0,8.2,1,2.0,1.0
4476,95.0,6.1,3,3.0,3.0
4477,50.0,10.1,5,5.0,5.0
4478,93.0,2.45,2,3.0,2.0
4479,45.0,2.85,3,3.0,3.0
4480,134.0,3.75,3,5.0,5.0
4481,100.0,4.3,2,3.0,3.0
4482,50.0,10.1,5,5.0,5.0
4483,75.0,3.85,2,3.0,2.0
4484,76.0,3.05,1,2.0,1.0
4485,60.0,6.1,2,3.0,2.0
4486,125.0,3.6,2,2.0,1.0
4487,45.0,3.9,3,3.0,3.0
4488,55.0,5.45,2,4.0,3.0
4489,85.0,4.99,2,3.0,2.0
4490,33.0,2.37,3,2.0,2.0
4491,62.0,2.54,2,2.0,2.0
4492,75.0,3.5,2,2.0,2.0
4493,128.0,11.2,2,1.0,2.0
4494,58.0,8.8,5,5.0,5.0
4495,81.0,5.3,2,3.0,2.0
4496,81.0,5.6,3,3.0,3.0
4497,89.0,3.1,2,3.0,2.0
4498,63.0,2.75,2,3.0,2.0
4499,101.0,6.49,3,5.0,5.0
4500,67.0,2.45,2,2.0,2.0
4501,70.0,4.2,3,3.0,3.0
4502,105.0,9.2,3,5.0,4.0
4503,95.0,6.1,3,2.0,3.0
4504,450.0,49.99,2,4.0,4.0
4505,36.0,3.15,2,2.0,2.0
4506,72.0,5.45,3,3.0,4.0
4507,95.0,9.6,5,5.0,5.0
4508,95.0,6.0,3,2.0,3.0
4509,62.0,2.65,2,3.0,2.0
4510,72.0,2.7,2,3.0,2.0
4511,100.0,6.5,3,5.0,5.0
4512,67.0,2.45,2,2.0,2.0
4513,28.0,1.55,2,2.0,2.0
4514,93.0,4.69,3,3.0,3.0
4515,73.0,5.5,2,3.0,2.0
4516,67.0,2.45,2,2.0,2.0
4517,123.0,11.0,2,3.0,2.0
4518,65.0,2.85,2,2.0,2.0
4519,70.0,5.65,3,3.0,3.0
4520,50.0,2.78,2,2.0,2.0
4521,81.0,5.6,3,4.0,3.0
4522,90.0,7.5,3,5.0,4.0
4523,100.0,9.5,3,4.0,4.0
4524,74.0,5.15,4,4.0,5.0
4525,41.0,1.89,2,2.0,1.0
4526,75.0,4.35,3,3.0,4.0
4527,61.0,3.19,3,3.0,3.0
4528,116.0,12.8,1,2.0,1.0
4529,36.0,2.3,3,3.0,2.0
4530,190.0,4.3,1,3.0,2.0
4531,68.0,3.2,3,3.0,3.0
4532,54.0,4.65,3,3.0,4.0
4533,150.0,17.0,5,5.0,5.0
4534,150.0,17.0,5,5.0,5.0
4535,64.0,4.35,3,4.0,3.0
4536,96.0,10.99,2,3.0,3.0
4537,83.0,15.2,4,5.0,4.0
4538,90.0,7.5,,,
4539,81.0,6.5,3,3.0,3.0
4540,60.0,6.5,3,3.0,3.0
4541,180.0,13.45,2,4.0,5.0
4542,100.0,5.7,3,4.0,4.0
4543,145.0,17.5,5,5.0,5.0
4544,24.0,1.75,2,2.0,2.0
4545,42.0,2.75,2,2.0,2.0
4546,63.0,3.15,2,3.0,3.0
4547,132.0,20.5,5,5.0,5.0
4548,76.0,2.99,2,3.0,3.0
4549,131.0,20.5,5,5.0,5.0
4550,72.0,4.85,3,4.0,4.0
4551,72.0,4.2,1,2.0,1.0
4552,190.0,7.5,2,3.0,3.0
4553,96.0,12.99,3,4.0,3.0
4554,42.0,2.75,2,2.0,2.0
4555,145.0,17.5,5,5.0,5.0
4556,72.0,4.2,1,2.0,1.0
4557,85.0,6.85,3,4.0,4.0
4558,49.0,4.9,4,4.0,3.0
4559,55.0,5.45,2,4.0,3.0
4560,48.0,4.9,4,4.0,3.0
4561,100.0,6.5,3,3.0,3.0
4562,43.0,3.45,4,3.0,3.0
4563,41.0,3.35,3,3.0,3.0
4564,67.0,3.58,3,3.0,3.0
4565,38.0,2.35,3,3.0,3.0
4566,42.0,3.35,3,3.0,2.0
4567,26.0,1.75,2,2.0,2.0
4568,48.0,4.9,4,4.0,3.0
4569,35.0,3.2,3,2.0,2.0
4570,53.0,2.45,2,2.0,2.0
4571,31.0,2.15,2,2.0,2.0
4572,50.0,4.3,4,4.0,3.0
4573,82.0,2.35,1,2.0,1.0
4574,70.0,2.35,,2.0,2.0
4575,85.0,5.85,4,3.0,3.0
4576,95.0,6.6,3,3.0,3.0
4577,81.0,5.8,3,3.0,3.0
4578,89.0,4.6,,,
4579,52.0,4.75,3,4.0,5.0
4580,58.0,1.67,2,2.0,1.0
4581,58.0,1.95,2,3.0,1.0
4582,58.0,1.95,2,3.0,1.0
4583,65.0,4.5,1,2.0,2.0
4584,70.0,2.35,,2.0,2.0
4585,100.0,25.0,5,5.0,5.0
4586,65.0,4.5,1,2.0,2.0
4587,61.0,3.1,2,3.0,2.0
4588,90.0,5.8,2,3.0,2.0
4589,96.0,10.99,2,3.0,3.0
4590,62.0,9.6,4,4.0,4.0
4591,36.0,3.15,2,2.0,2.0
4592,90.0,2.68,1,2.0,1.0
4593,43.0,3.45,4,2.0,3.0
4594,100.0,8.95,3,4.0,5.0
4595,45.0,4.35,3,2.0,2.0
4596,56.0,5.3,3,3.0,3.0
4597,62.0,9.6,4,4.0,4.0
4598,67.0,4.3,2,2.0,2.0
4599,125.0,16.95,4,5.0,5.0
4600,54.0,2.35,1,2.0,1.0
4601,82.0,7.9,3,4.0,3.0
4602,31.0,2.15,2,2.0,2.0
4603,121.0,5.3,2,3.0,4.0
4604,71.0,14.5,4,3.0,4.0
4605,100.0,7.0,3,4.0,4.0
4606,155.0,12.0,,,
4607,200.0,28.0,,,
4608,40.0,1.88,2,2.0,2.0
4609,212.0,21.2,3,5.0,5.0
4610,100.0,7.0,3,3.0,3.0
4611,125.0,16.95,4,5.0,5.0
4612,83.0,12.5,2,3.0,4.0
4613,40.0,2.7,3,3.0,3.0
4614,96.0,6.2,3,3.0,3.0
4615,175.0,11.0,3,4.0,5.0
4616,100.0,6.7,3,4.0,3.0
4617,42.0,2.48,3,4.0,3.0
4618,49.0,1.78,1,1.0,2.0
4619,40.0,2.69,3,3.0,3.0
4620,58.0,2.69,3,4.0,5.0
4621,61.0,2.8,2,3.0,2.0
4622,122.0,5.1,3,3.0,4.0
4623,51.0,2.6,2,2.0,2.0
4624,200.0,18.0,5,5.0,5.0
4625,210.0,17.5,4,5.0,5.0
4626,100.0,5.7,3,3.0,3.0
4627,72.0,2.17,1,2.0,1.0
4628,117.0,3.3,1,5.0,5.0
4629,60.0,11.5,3,3.0,3.0
4630,43.0,2.65,2,2.0,2.0
4631,156.0,2.15,1,4.0,2.0
4632,105.0,3.45,1,4.0,4.0
4633,90.0,4.69,2,2.0,2.0
4634,153.0,20.0,5,5.0,5.0
4635,81.0,5.7,3,3.0,3.0
4636,41.0,2.45,2,3.0,2.0
4637,122.0,8.0,4,5.0,4.0
4638,153.0,20.0,5,5.0,5.0
4639,75.0,2.4,2,3.0,2.0
4640,43.0,2.45,2,2.0,3.0
4641,100.0,5.3,2,3.0,2.0
4642,122.0,8.0,4,5.0,4.0
4643,130.0,11.9,4,4.0,3.0
4644,96.0,2.55,2,3.0,2.0
4645,60.0,4.5,4,4.0,5.0
4646,51.0,3.15,3,3.0,3.0
4647,80.0,5.75,2,3.0,3.0
4648,70.0,3.95,2,3.0,2.0
4649,48.0,3.5,2,2.0,2.0
4650,50.0,2.78,2,2.0,2.0
4651,65.0,4.5,2,2.0,2.0
4652,75.0,2.4,2,3.0,2.0
4653,121.0,5.2,3,3.0,3.0
4654,91.0,2.75,2,3.0,2.0
4655,78.0,3.6,2,3.0,2.0
4656,100.0,5.3,2,3.0,2.0
4657,90.0,7.3,5,5.0,5.0
4658,124.0,6.0,1,,
4659,43.0,1.78,2,2.0,2.0
4660,58.0,3.4,2,2.0,2.0
4661,91.0,3.7,3,4.0,3.0
4662,78.0,3.6,2,3.0,2.0
4663,48.0,2.75,2,3.0,2.0
4664,87.0,5.2,,3.0,2.0
4665,91.0,3.7,3,3.0,3.0
4666,41.0,2.45,2,3.0,2.0
4667,100.0,4.28,2,3.0,3.0
4668,158.0,3.3,2,3.0,2.0
4669,100.0,4.25,3,,
4670,90.0,6.2,2,3.0,2.0
4671,100.0,5.7,3,3.0,3.0
4672,64.0,2.95,3,3.0,3.0
4673,88.0,7.3,3,5.0,5.0
4674,109.0,12.5,3,4.0,4.0
4675,98.0,2.55,1,3.0,1.0
4676,37.0,3.15,3,3.0,3.0
4677,180.0,6.6,1,5.0,5.0
4678,50.0,3.6,2,2.0,2.0
4679,50.0,3.6,2,2.0,2.0
4680,134.0,9.8,3,4.0,4.0
4681,118.0,6.3,2,4.0,4.0
4682,110.0,6.95,3,3.0,3.0
4683,30.0,1.89,2,2.0,2.0
4684,33.0,2.37,2,2.0,2.0
4685,85.0,4.99,2,3.0,2.0
4686,61.0,3.19,3,3.0,3.0
4687,67.0,3.58,3,3.0,3.0
4688,48.0,2.75,2,3.0,2.0
4689,44.0,1.52,1,2.0,1.0
4690,200.0,9.6,2,4.0,4.0
4691,200.0,38.0,5,5.0,5.0
4692,30.0,1.89,2,2.0,2.0
4693,81.0,5.7,3,3.0,3.0
4694,58.0,3.4,2,2.0,2.0
4695,100.0,4.3,3,3.0,3.0
4696,200.0,38.0,5,5.0,5.0
4697,50.0,3.05,3,3.0,2.0
4698,160.0,7.2,2,3.0,3.0
4699,33.0,2.37,2,2.0,2.0
4700,460.0,100.0,5,5.0,5.0
4701,230.0,125.0,5,5.0,5.0
4702,50.0,4.3,2,1.0,2.0
4703,200.0,8.4,1,2.0,1.0
4704,81.0,5.7,3,3.0,3.0
4705,15.0,1.35,2,2.0,1.0
4706,58.0,3.4,2,2.0,2.0
4707,32.0,1.65,1,1.0,1.0
4708,100.0,12.5,3,3.0,
4709,72.0,2.45,2,3.0,2.0
4710,70.0,2.4,2,3.0,2.0
4711,90.0,26.5,5,5.0,5.0
4712,100.0,5.5,2,3.0,4.0
4713,40.0,1.85,2,2.0,2.0
4714,72.0,5.5,2,3.0,2.0
4715,148.0,7.0,3,3.0,3.0
4716,52.0,4.39,3,4.0,3.0
4717,53.0,2.19,2,2.0,2.0
4718,52.0,1.95,1,1.0,1.0
4719,156.0,10.5,3,5.0,5.0
4720,90.0,26.5,5,5.0,5.0
4721,99.0,3.3,2,3.0,2.0
4722,32.0,1.69,1,1.0,1.0
4723,81.0,5.7,3,3.0,3.0
4724,72.0,2.17,1,2.0,1.0
4725,43.0,3.5,4,2.0,3.0
4726,480.0,30.5,2,3.0,4.0
4727,105.0,4.6,2,3.0,2.0
4728,90.0,6.1,3,3.0,3.0
4729,101.0,7.95,,1.0,1.0
4730,63.0,4.15,4,4.0,5.0
4731,89.0,2.39,2,2.0,2.0
4732,300.0,37.0,3,4.0,3.0
4733,90.0,25.0,4,5.0,5.0
4734,92.0,11.0,3,3.0,3.0
4735,54.0,2.85,2,3.0,2.0
4736,356.0,39.5,4,5.0,5.0
4737,54.0,2.85,2,3.0,2.0
4738,70.0,4.3,3,3.0,4.0
4739,66.0,2.25,1,2.0,1.0
4740,180.0,6.5,1,2.0,2.0
4741,210.0,8.4,1,2.0,2.0
4742,84.0,2.39,1,2.0,2.0
4743,150.0,21.5,5,5.0,5.0
4744,37.0,2.65,3,3.0,3.0
4745,48.0,1.65,1,2.0,2.0
4746,100.0,15.0,4,5.0,5.0
4747,80.0,2.2,2,3.0,2.0
4748,99.0,2.65,1,3.0,1.0
4749,100.0,14.99,5,5.0,5.0
4750,160.0,9.2,1,2.0,2.0
4751,99.0,2.65,1,3.0,1.0
4752,92.0,11.0,3,3.0,3.0
4753,99.0,2.65,1,3.0,1.0
4754,200.0,9.6,2,3.0,3.0
4755,76.0,3.15,1,2.0,2.0
4756,100.0,4.4,2,3.0,3.0
4757,100.0,3.3,2,3.0,2.0
4758,160.0,9.2,1,2.0,2.0
4759,75.0,3.8,2,2.0,2.0
4760,90.0,4.3,1,2.0,1.0
4761,70.0,3.8,3,4.0,4.0
4762,15.0,2.0,3,2.0,2.0
4763,102.0,8.99,2,3.0,2.0
4764,137.0,2.6,2,3.0,2.0
4765,76.0,3.15,1,2.0,2.0
4766,152.0,9.6,2,3.0,3.0
4767,90.0,15.5,5,5.0,5.0
4768,120.0,14.5,3,4.0,4.0
4769,105.0,25.0,1,1.0,1.0
4770,200.0,8.95,3,4.0,4.0
4771,90.0,25.5,2,3.0,3.0
4772,72.0,5.2,4,4.0,5.0
4773,102.0,8.99,2,3.0,2.0
4774,72.0,3.02,2,2.0,1.0
4775,350.0,28.5,4,5.0,5.0
4776,86.0,4.99,2,3.0,3.0
4777,86.0,5.95,1,4.0,4.0
4778,78.0,4.75,3,3.0,4.0
4779,80.0,2.85,1,4.0,5.0
4780,100.0,7.0,3,4.0,4.0
4781,43.0,2.25,2,2.0,1.0
4782,60.0,3.19,,,
4783,144.0,9.8,3,4.0,4.0
4784,126.0,5.5,1,4.0,4.0
4785,180.0,14.5,2,4.0,4.0
4786,90.0,13.5,5,5.0,5.0
4787,72.0,2.17,1,2.0,1.0
4788,100.0,4.39,2,3.0,2.0
4789,200.0,8.95,3,4.0,4.0
4790,80.0,1.85,1,3.0,3.0
4791,133.0,7.5,2,4.0,4.0
4792,65.0,8.3,2,3.0,3.0
4793,99.0,8.5,2,4.0,
4794,148.0,15.8,2,4.0,2.0
4795,100.0,3.0,2,3.0,2.0
4796,60.0,9.9,3,3.0,3.0
4797,102.0,20.5,1,2.0,1.0
4798,70.0,4.4,3,3.0,3.0
4799,149.0,5.5,1,3.0,3.0
4800,91.0,4.89,3,3.0,3.0
4801,73.0,12.0,4,4.0,4.0
4802,56.0,3.3,2,2.0,2.0
4803,200.0,14.7,3,5.0,5.0
4804,54.0,2.7,1,2.0,2.0
4805,43.0,1.78,2,2.0,2.0
4806,150.0,9.5,1,4.0,2.0
4807,100.0,4.4,2,3.0,3.0
4808,100.0,5.3,1,4.0,4.0
4809,186.0,10.1,1,5.0,5.0
4810,100.0,9.0,4,5.0,5.0
4811,68.0,2.4,2,2.0,2.0
4812,80.0,2.49,,2.0,1.0
4813,200.0,14.7,3,5.0,5.0
4814,300.0,15.9,3,5.0,5.0
4815,42.0,9.0,3,3.0,3.0
4816,15.0,1.35,2,2.0,1.0
4817,37.0,3.15,3,3.0,3.0
4818,60.0,3.7,3,3.0,2.0
4819,96.0,6.2,3,3.0,3.0
4820,214.0,18.0,,,
4821,186.0,10.5,1,3.0,2.0
4822,52.0,6.8,5,5.0,5.0
4823,80.0,8.4,2,4.0,2.0
4824,121.0,5.2,2,3.0,3.0
4825,41.0,1.98,2,2.0,2.0
4826,200.0,37.0,5,5.0,5.0
4827,55.0,7.0,3,4.0,3.0
4828,122.0,5.3,2,3.0,3.0
4829,44.0,1.89,2,3.0,3.0
4830,37.0,3.4,2,2.0,2.0
